OBJNAME,ORIGINAL_NAME,ALIASES,RA_DEG,RA_SOURCE,DEC_DEG,DEC_SOURCE,EPOCH,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,TEFF,TEFF_SOURCE,SP_TYPE,SP_SOURCE,VSINI,VSINI_ERR,VSINI_SOURCE,UMAG,UMAG_SOURCE,GMAG,GMAG_SOURCE,RMAG,RMAG_SOURCE,IMAG,IMAG_SOURCE,ZMAG,ZMAG_SOURCE,JMAG,JMAG_SOURCE,HMAG,HMAG_SOURCE,KMAG,KMAG_SOURCE,NOTES,USED,KEYWORDS
DRTAU,CSI+16-04442,2MASS J04470620+1658428|AAVSO 0441+16B|AKARI-IRC-V1 J0447062+165842|CSI+16-04442|EPIC 246923113|GCRV 55412|GSC 01271-01233|Gaia DR1 3406081860852425600|Gaia DR2 3406081865148861440|HBC  74|IRAS 04442+1653|IRAS F04442+1653|JCMTSE J044706.1+165842|JCMTSF J044706.1+165842|MHA 257-8|PSCz P04442+1653|SV* SVS  1088|TIC 436614005|TYC 1271-1233-1|UBV    4574|UCAC2  37661005|UCAC3 214-21403|V* DR Tau|WISE J044706.22+165842.8|WISEA J044706.20+165842.8|[LC2009] 9|DRTAU|DRTau|HBC 74|SV* SVS 1088|UBV 4574|UCAC2 37661005|2MASSJ04470620+1658428|AAVSO0441+16B|AKARI-IRC-V1J0447062+165842|CSI+16-04442|EPIC246923113|GCRV55412|GSC01271-01233|GaiaDR13406081860852425600|GaiaDR23406081865148861440|HBC74|IRAS04442+1653|IRASF04442+1653|JCMTSEJ044706.1+165842|JCMTSFJ044706.1+165842|MHA257-8|PSCzP04442+1653|SV*SVS1088|TIC436614005|TYC1271-1233-1|UBV4574|UCAC237661005|UCAC3214-21403|V*DRTau|WISEJ044706.22+165842.8|WISEAJ044706.20+165842.8|[LC2009]9|DRTAU|DRTau|HBC74|SV*SVS1088|UBV4574|UCAC237661005,71.77591994,Gaia DR2,16.97849956,Gaia DR2,2457206,5.105861413,Gaia DR2,-13.92369477,Gaia DR2,5.111021128,Gaia DR2,21.1,2012ApJ...745..119N,2031,HEADER[CFHT],K5Ve,1949ApJ...110..424J,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:26:43.047 by cook@cook using drs_astrometrics.py,1,
DS_TUC_A,HD 222259A,HD 222259|** R  348A|ASAS J233939-6911.7|ASAS J233939-6911.8|CCDM J23397-6912A|CD-69  2106|CPC 21.1  4434|CPD-69  3329|CSI-69  3329 41|EUVE J2339-69.2|GSC 09339-00551|HD 222259A|HIC 116748|HIP 116748|IDS 23339-6945 A|2MASS J23393949-6911448|PPM 366565|RBS  2033|2RE J2339-691|2RE J233930-691132|RE J233931-691114|RE J2339-691|1RXS J233939.1-691148|SAO 255538|SRS  20462|1SWASP J233939.48-691144.8|TIC 410214986|TOI-200|TYC 9339-551-1|UCAC4 105-117266|uvby98 100222259|V* DS Tuc A|V* DS Tuc|WDS J23397-6912A|WISEA J233939.64-691145.2|WISE J233939.64-691145.4|[FS2003] 1202|Gaia DR3 6387058411482257536|Gaia DR1 6387058407186674560|Gaia DR2 6387058411482257536|HD_222259A|DS-Tuc-A|DS Tuc A|DSTucA|HD-222259A|HD222259|**R348A|ASASJ233939-6911.7|ASASJ233939-6911.8|CCDMJ23397-6912A|CD-692106|CPC21.14434|CPD-693329|CSI-69332941|EUVEJ2339-69.2|GSC09339-00551|HD222259A|HIC116748|HIP116748|IDS23339-6945A|2MASSJ23393949-6911448|PPM366565|RBS2033|2REJ2339-691|2REJ233930-691132|REJ233931-691114|REJ2339-691|1RXSJ233939.1-691148|SAO255538|SRS20462|1SWASPJ233939.48-691144.8|TIC410214986|TOI-200|TYC9339-551-1|UCAC4105-117266|uvby98100222259|V*DSTucA|V*DSTuc|WDSJ23397-6912A|WISEAJ233939.64-691145.2|WISEJ233939.64-691145.4|[FS2003]1202|GaiaDR36387058411482257536|GaiaDR16387058407186674560|GaiaDR26387058411482257536|HD222259A|DS-Tuc-A|DSTucA|DSTucA|HD-222259A|HD 222259A,354.9154673,Gaia DR2,-69.19604296,Gaia DR2,2457206,79.46393221,Gaia DR2,-67.43962265,Gaia DR2,22.66631791,Gaia DR2,7.785,2021A&A...645A..30Z,5414,2011A&A...530A.138C (via nirps-client@maestria),G6V,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,,Added on 2023-03-30 04:56:43.980 by nirps-client@maestria using drs_astrometrics.py,1,
DX_CNC,DX Cnc,GEN# +9.80051015|8pc275.80|DX Cnc|PLX2016.0|PLX2016.01|GJ  1111|AP J08294949+2646348|GaiaDR3703790044252850688|UCAC2 41191231|[GKL99] 181|LSPM J0829+2646|TIC 3664898|LTT18058|V* DX Cnc|PM08269+2657|PM J08298+2646|Zkh 118|Karmn J08298+267|[GKL99]181|LHS 248|GaiaDR2703790044252850688|UCAC4584-042341|2MASSJ08294949+2646348|LSPMJ0829+2646|UCAC4 584-042341|UCAC241191231|GJ 1111|USNO 311|LHS   248|USNO311|G51-15|USNO-B1.0 1167-00167383|KarmnJ08298+267|[RHG95]1326|GEN#+9.80051015|PLX 2016.0|[RHG95] 1326|PM 08269+2657|NLTT 19635|JP115934|JP11  5934|[RHG95]  1326|LTT 18058|JP115935|JP11 5934|Gaia DR3 703790044252850688|GaiaEDR3703790044252850688|APJ08294949+2646348|V*DXCnc|8pc 275.80|NLTT19635|TIC3664898|JP11 5935|2MASS J08294949+2646348|Zkh118|PLX 2016.01|DX_CNC|USNO-B1.01167-00167383|G  51-15|UCAC2  41191231|GJ1111|G 51-15|JP11  5935|LHS248|PMJ08298+2646|Gaia DR2 703790044252850688|Gaia EDR3 703790044252850688,127.4500924,Gaia EDR3,26.77328597,Gaia EDR3,2457388.5,-1113.693547,Gaia EDR3,-612.1910728,Gaia EDR3,279.2496391,Gaia EDR3,10.62,2018MNRAS.475.1960F,3054,2021A&A...656A.162M,M6.5Ve,2004AJ....128.2460H,,,,,,,,,,,,,,,,,,,,Merged from multiple entries [DX_CNC|GJ1111] on 2024-02-29 16:30:58.816,1,
EE_LEO,EE Leo,"**LAF42A|**RAO256|V*EELeo|Ci 20  591|HIP  53020|2MASS J10505201+0648292|WEB9640|WISEA J105051.41+064820.8|Ci20591|G45-8|G44-0|WDSJ10509+0648A|GEN#+6.10010402|8pc177.46|WDS J10509+0648A|EE Leo|PM10483+0705|Zkh145|Zkh146|LHS294|LHS   294|JP115135|2MASSJ10505201+0648292|ASCC1040787|NLTT 25500|LFT  742|WDSJ10509+0648Aa,Ab|8pc 177.46|USNO-B1.0 0968-00215383|[RHG95]1687|GCRV6733|PLX 2524|GCRV  6733|Gaia DR3 3864615459886222464|TIC393584005|Wolf  358|UCAC4485-051902|Wolf-358|GSC00261-00224|CSI+07-10483|TYC261-224-1|ASCC 1040787|PLX 2524.00|GaiaDR23864615459886222464|AP J10505201+0648292|UCAC4 485-051902|NLTT25500|GJ   402|PM 10483+0705|JP11  5134|TYC  261-224-1|KarmnJ10508+068|PM J10508+0648|LTT 12891|JP115134|GaiaDR33864615459886222464|PMJ10508+0648|Zkh 145|[RHG95]  1687|EE_LEO|GSC 00261-00224|PLX2524|HIP53020|GJ402|LSPMJ1050+0648|Wolf358|GEN# +6.10010402|LFT742|PLX2524.00|Zkh 146|APJ10505201+0648292|WDS J10509+0648Aa,Ab|JP11  5137|G44-40|Gaia DR1 3864615455592036992|** LAF   42A|TIC-393584005|HIC  53020|JP11  5136|G  45-8|V* EE Leo|HIC53020|JP115137|JP11  5135|LSPM J1050+0648|G  44-40|WEB  9640|LTT12891|** RAO  256|Karmn J10508+068|JP115136|WISEAJ105051.41+064820.8|GaiaDR13864615455592036992|USNO-B1.00968-00215383|Gaia DR2 3864615459886222464|TIC 393584005",162.7130838,Gaia DR2,6.804603206,Gaia DR2,2457206,-856.2907676,Gaia DR2,-818.8445921,Gaia DR2,143.4970803,Gaia DR2,-0.85,2018MNRAS.475.1960F,3265,2020ApJ...892...31B,M4V,1991ApJS...77..417K,,,,,,,,,,,,,,,,,,,,Merged from multiple entries [EE_LEO|GJ402] on 2024-02-29 16:31:02.480,1,
EG274,EG274,CD-38 10980|** RAG    8B|CPC 18  8104|CPD-38  6406|EGGR 274|2EUVE J1623-39.2|EUVE J1623-39.2|GCRV 27469|GEN# -0.03810980|GJ   620.1 B|GSC 07853-00559|HIC  80300|HIP  80300|2MASS J16233382-3913461|NSV  7674|PLX 3715.01|PPM 295000|2RE J162334-391325|2RE J1623-391|RE J1623-391|RE J162335-391325|RE J1623-39|RX J1623.5-3913|1RXS J162334.0-391359|1SWASP J162333.83-391346.1|TIC 4400550|TYC 7853-559-1|UBV M   6073|USNO-B1.0 0507-00430369|uvby98 -003810980|WDS J16240-3912B|WD 1620-39|WD 1620-391|WG  31|[SC95] ZET  32|[SC96] Mis   32|Gaia DR2 6018034958869558912|Gaia DR3 6018034958869558912|CD-3810980|**RAG8B|CPC188104|CPD-386406|EGGR274|2EUVEJ1623-39.2|EUVEJ1623-39.2|GCRV27469|GEN#-0.03810980|GJ620.1B|GSC07853-00559|HIC80300|HIP80300|2MASSJ16233382-3913461|NSV7674|PLX3715.01|PPM295000|2REJ162334-391325|2REJ1623-391|REJ1623-391|REJ162335-391325|REJ1623-39|RXJ1623.5-3913|1RXSJ162334.0-391359|1SWASPJ162333.83-391346.1|TIC4400550|TYC7853-559-1|UBVM6073|USNO-B1.00507-00430369|uvby98-003810980|WDSJ16240-3912B|WD1620-39|WD1620-391|WG31|[SC95]ZET32|[SC96]Mis32|GaiaDR26018034958869558912|GaiaDR36018034958869558912,245.8914221,Gaia DR2,-39.22948746,Gaia DR2,2457206,77.13493629,Gaia DR2,0.3338264231,Gaia DR2,77.43248024,Gaia DR2,44,2020A&A...638A.131N,24677,2020A&A...638A.131N,DA2,1988ApJS...66..391O,,,,,,,,,,,,,,,,,,,,Added on 2023-08-21 17:50:18.671 by nirps-client@maestria using drs_astrometrics.py,1,
EK_DRA,EK Dra,HD 129333|** KON    1A|AG+64  695|AGKR 13099|1AXG J143900+6418|BD+64  1017|2EUVE J1438+64.2|EUVE J1439+64.2|EUVE J1438+64.2|GC 19757|GCRV  8529|GEN# +1.00129333|GJ   559.1|GJ   559.1 A|GJ  9488|GSC 04176-00540|HIC  71631|HIP  71631|2MASS J14390026+6417299|PLX 3322|PLX 3322.00|PMC 90-93  3905|PPM  19098|RBS  1413|2RE J143858+641739|2RE J1438+641|RE J1438+641|RE J143855+641654|RX J1439.0+6417|1RXS J143859.9+641731|SAO  16453|SBC9 2553|SDSS J143900.24+641730.1|SKY# 26634|SPOCS  608|TIC 159613900|TYC 4176-540-1|uvby98 100129333|V* EK Dra|WDS J14390+6417AB|WDS J14390+6417A|WEB 12346|2XMM J143900.1+641729|[FS2003] 0723|[GKL99] 306|[ZEH2003] RX J1439.0+6417  1|Gaia DR2 1668690628102524672|Gaia EDR3 1668690628102524672|Gaia DR1 1668690623807090816|EKDra|HD129333|**KON1A|AG+64695|AGKR13099|1AXGJ143900+6418|BD+641017|2EUVEJ1438+64.2|EUVEJ1439+64.2|EUVEJ1438+64.2|GC19757|GCRV8529|GEN#+1.00129333|GJ559.1|GJ559.1A|GJ9488|GSC04176-00540|HIC71631|HIP71631|2MASSJ14390026+6417299|PLX3322|PLX3322.00|PMC90-933905|PPM19098|RBS1413|2REJ143858+641739|2REJ1438+641|REJ1438+641|REJ143855+641654|RXJ1439.0+6417|1RXSJ143859.9+641731|SAO16453|SBC92553|SDSSJ143900.24+641730.1|SKY#26634|SPOCS608|TIC159613900|TYC4176-540-1|uvby98100129333|V*EKDra|WDSJ14390+6417AB|WDSJ14390+6417A|WEB12346|2XMMJ143900.1+641729|[FS2003]0723|[GKL99]306|[ZEH2003]RXJ1439.0+64171|GaiaDR21668690628102524672|GaiaEDR31668690628102524672|GaiaDR11668690623807090816|EKDra,219.7494858,Gaia EDR3,64.29149618,Gaia EDR3,2457388.5,-135.750732,Gaia EDR3,-37.08905497,Gaia EDR3,29.06605979,Gaia EDR3,-20.687,2018A&A...616A...7S,5561,2015A&A...573A..67P,G1.5V,,,,,,,,,,,,,,,,,,,,,Added on 2022-03-05 00:03:18.969 by spdrs@apikitest using drs_astrometrics.py,1,
EPIC_201796690,EPIC 201796690,2MASS J10530051+0518238|EPIC 201796690|K2-320|WISE J105300.48+051823.6|Gaia DR3 3864142669886768896|Gaia DR2 3864142669886768896|2MASSJ10530051+0518238|EPIC201796690|K2-320|WISEJ105300.48+051823.6|GaiaDR33864142669886768896|GaiaDR23864142669886768896,163.2519122,Gaia DR2,5.306477587,Gaia DR2,2457206,-58.43689545,Gaia DR2,-36.3626845,Gaia DR2,9.168671616,Gaia DR2,,,3157,Header,,,,,,,,,,,,,,,,,,,,,,Added on 2023-03-13 22:41:00.090 by spdrs@apikipiha using drs_astrometrics.py,1,
EPIC_203410665,EPIC 203410665,CD-25 11504|** ELP   36|AP J16253849-2613540|1AXG J162533-2613|EPIC 203410665|GSC 06798-00364|IRAS 16225-2607|2MASS J16253849-2613540|PDS  83|RX J1625.6-2613|1RXS J162538.1-261353|SV* SVS  1684|TIC 98685630|TYC 6798-364-1|UCAC4 319-085993|V* V896 Sco|WDS J16256-2614AB|WISEA J162538.48-261354.4|WISE J162538.48-261354.4|[III2004] M 4  9|[JVH96] NGC  6121  2|[M81] I-511|CD-2511504|**ELP36|APJ16253849-2613540|1AXGJ162533-2613|EPIC203410665|GSC06798-00364|IRAS16225-2607|2MASSJ16253849-2613540|PDS83|RXJ1625.6-2613|1RXSJ162538.1-261353|SV*SVS1684|TIC98685630|TYC6798-364-1|UCAC4319-085993|V*V896Sco|WDSJ16256-2614AB|WISEAJ162538.48-261354.4|WISEJ162538.48-261354.4|[III2004]M49|[JVH96]NGC61212|[M81]I-511,246.4103339,2012yCat.1322....0Z,-26.2317459,2012yCat.1322....0Z,2451545,-9.8,2012yCat.1322....0Z,-21.5,2012yCat.1322....0Z,--,,-2.9763,2022ApJS..259...35A,4100,,K7Ve,2006A&A...460..695T,,,,,,,,,,,,,,,,,,,, Added on 2025-01-11 00:24:58.709 by spdrs@apikipiha using drs_astrometrics.py,1,
EPIC_203417549,EPIC_203417549,2MASS J16213469-2612269|AP J16213469-2612269|EPIC 203417549|Haro 1-1|HBC 256|SV* SVS  1685|TIC 322929476|V* V895 Sco|WISEA J162134.69-261227.1|WSB  9|Gaia DR3 6048501945023784704|Gaia DR2 6048501945023784704|2MASSJ16213469-2612269|APJ16213469-2612269|EPIC203417549|Haro1-1|HBC256|SV*SVS1685|TIC322929476|V*V895Sco|WISEAJ162134.69-261227.1|WSB9|GaiaDR36048501945023784704|GaiaDR26048501945023784704,245.3946025,2020yCat.1350....0G,-26.20747584,2020yCat.1350....0G,2451545,-9.548,2020yCat.1350....0G,-21.293,2020yCat.1350....0G,6.6196,2020yCat.1350....0G,-3.64606,2020AJ....160..120J,4440,,K5e,1993AJ....105..619M,,,,,,,,,,,,,,,,,,,, Added on 2025-01-11 00:12:58.087 by spdrs@apikipiha using drs_astrometrics.py,1,
EPIC_203465909,EPIC_203465909,2MASS J16274905-2602437|AP J16274905-2602437|DoAr 35|EPIC 203465909|Haro 1-12|SV* HV  3631|TIC 175703009|V* BP Sco|WISEA J162749.03-260244.1|WSB 56|Gaia DR3 6045854286665108480|Gaia DR2 6045854286665108480|2MASSJ16274905-2602437|APJ16274905-2602437|DoAr35|EPIC203465909|Haro1-12|SV*HV3631|TIC175703009|V*BPSco|WISEAJ162749.03-260244.1|WSB56|GaiaDR36045854286665108480|GaiaDR26045854286665108480,246.954341,2020yCat.1350....0G,-26.04549226,2020yCat.1350....0G,2451545,-6.929,2020yCat.1350....0G,-29.191,2020yCat.1350....0G,7.591,2020yCat.1350....0G,-6.8379,2022ApJS..259...35A,3050,,M4.75,2018AJ....156...75E,,,,,,,,,,,,,,,,,,,, Added on 2025-01-11 00:35:44.408 by spdrs@apikipiha using drs_astrometrics.py,1,
EPIC_203712588,EPIC_203712588,2MASS J16251521-2511540|AP J16251521-2511540|EPIC 203712588|SSTc2d J162515.2-251154|TIC 392395838|WISEA J162515.21-251154.4|WSB 21|Gaia DR3 6048957589512689792|Gaia DR2 6048957589512689792|2MASSJ16251521-2511540|APJ16251521-2511540|EPIC203712588|SSTc2dJ162515.2-251154|TIC392395838|WISEAJ162515.21-251154.4|WSB21|GaiaDR36048957589512689792|GaiaDR26048957589512689792,246.3133887,2020yCat.1350....0G,-25.19851868,2020yCat.1350....0G,2451545,--,,--,,--,,-3.94102,2020AJ....160..120J,3050,,M5,2018AJ....156...75E,,,,,,,,,,,,,,,,,,,, Added on 2025-01-11 00:23:47.590 by spdrs@apikipiha using drs_astrometrics.py,1,
EPIC_203749770,EPIC_203749770,2MASS J16271273-2504017|AP J16271273-2504017|EPIC 203749770|RIK 239|TIC 175629957|WISEA J162712.72-250401.9|Gaia DR3 6049045000683707392|Gaia DR2 6049045000683707392|2MASSJ16271273-2504017|APJ16271273-2504017|EPIC203749770|RIK239|TIC175629957|WISEAJ162712.72-250401.9|GaiaDR36049045000683707392|GaiaDR26049045000683707392,246.8030625,2020yCat.1350....0G,-25.06716605,2020yCat.1350....0G,2451545,-5.607,2020yCat.1350....0G,-26.949,2020yCat.1350....0G,7.3633,2020yCat.1350....0G,-6.97066,2020AJ....160..120J,3680,,M1.0e,2015MNRAS.448.2737R,,,,,,,,,,,,,,,,,,,, Added on 2025-01-11 00:31:56.878 by spdrs@apikipiha using drs_astrometrics.py,1,
EPIC_203770559,EPIC_203770559,UCAC4 326-082029|** REP   36|AP J16250208-2459323|EPIC 203770559|HGBS J162502.4-245934|IRAS 16220-2452|2MASS J16250208-2459323|SSTc2d J162502.1-245932|SSTc2d J162502.0-245932|TIC 392395561|WDS J16250-2500AB|WISEA J162502.08-245932.6|WISE J162502.08-245932.6|WSB 19|[EDJ2009] 776|[EWM2011] 4-82|[HL2013] 246.25868-24.99227|UCAC4326-082029|**REP36|APJ16250208-2459323|EPIC203770559|HGBSJ162502.4-245934|IRAS16220-2452|2MASSJ16250208-2459323|SSTc2dJ162502.1-245932|SSTc2dJ162502.0-245932|TIC392395561|WDSJ16250-2500AB|WISEAJ162502.08-245932.6|WISEJ162502.08-245932.6|WSB19|[EDJ2009]776|[EWM2011]4-82|[HL2013]246.25868-24.99227,246.2588156,2012yCat.1322....0Z,-24.9923348,2012yCat.1322....0Z,2451545,2.9,2012yCat.1322....0Z,-14.9,2012yCat.1322....0Z,--,,-4.00564,2020AJ....160..120J,3125,,M3-M5.5,2011AJ....142..140E,,,,,,,,,,,,,,,,,,,, Added on 2025-01-11 00:22:42.977 by spdrs@apikipiha using drs_astrometrics.py,1,
EPIC_203806628,EPIC_203806628,UCAC2  21797671|AP J16271513-2451388|BKLT J162715-245137|DROXO 43|EPIC 203806628|GES J16271513-2451388|HBC 641|2MASS J16271513-2451388|ROXN 28|ROXRF 14|ROXs 20B|SSTc2d J162715.1-245139|SSTc2d J162715.1-245138|TIC 175629639|WSB 46|2XMM J162715.0-245137|[EDJ2009] 879|[HL2013] 246.81298-24.86078|[MPK2010b] 14|[WMR2005] 1-9|[WMR2005] J162715.1-245138.5|Gaia DR2 6049065307289238144|Gaia DR3 6049065307289238144|UCAC221797671|APJ16271513-2451388|BKLTJ162715-245137|DROXO43|EPIC203806628|GESJ16271513-2451388|HBC641|2MASSJ16271513-2451388|ROXN28|ROXRF14|ROXs20B|SSTc2dJ162715.1-245139|SSTc2dJ162715.1-245138|TIC175629639|WSB46|2XMMJ162715.0-245137|[EDJ2009]879|[HL2013]246.81298-24.86078|[MPK2010b]14|[WMR2005]1-9|[WMR2005]J162715.1-245138.5|GaiaDR26049065307289238144|GaiaDR36049065307289238144,246.8130371,2020yCat.1350....0G,-24.86078176,2020yCat.1350....0G,2451545,-6.145,2020yCat.1350....0G,-28.184,2020yCat.1350....0G,7.3456,2020yCat.1350....0G,-6.3526,2020AJ....160..120J,3575,2022ApJS..259...35A,M2,2005AJ....130.1733W,,,,,,,,,,,,,,,,,,,, Added on 2025-01-11 00:34:00.734 by spdrs@apikipiha using drs_astrometrics.py,1,
